Permalink,Name,Description,Meta Title,Meta Description,Width,Length,Height,Brand,Barcode,Categories,Images,Digital,Featured,Status,SKU,Weight,Stock,Stock Unlimited,Price,Custom Field 1 Label,Custom Field 1 Value,Custom Field 1 Type,Custom Field 2 Label,Custom Field 2 Value,Custom Field 2 Type,Custom Field 3 Label,Custom Field 3 Value,Custom Field 3 Type,Google Product Category
,Abrigo Red Velvet,"<p><b>Descripción:</b> Precioso abrigo de lana rojo, hecho en Inglaterra, para andar abrigada y con estilo. De largo medio y corte más bien recto. Si quieres agregar color a tu invierno esta es tu prenda. Presenta pequeña zona de desgaste en puño y hombro derecho.</p><p><b>Marca:</b> Café Society</p><p><b>Talla estimada:</b> M</p><p><b>Talla etiqueta:</b> 3</p><p><b>Medidas:</b> ancho de hombros: 40 cm, contorno de busto: 102 cm, contorno de cintura: 98 cm, largo de mangas: 63 cm, largo total: 90 cm, contorno de cadera: 102 cm</p><p><b>Composición:</b> 100% lana</p><p><b>Composición del forro:</b> 100% acetato</p>",,"Precioso abrigo de lana rojo, hecho en Inglaterra, para andar abrigada y con estilo. De largo medio y corte más bien recto. Si quieres agregar color a tu invierno esta es tu prenda.",10,10,10,Café Society,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-RJO-20210501-1505-9.jpg",NO,NO,available,ABR-RJO-20210501-1505,1.3,1,NO,42000,color,rojo,selection,talla,M,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Ropa de abrigo > Chaquetas y abrigos
,Abrigo azul vintage,"<p><b>Descripción:</b> Abrigo azul de los años 80, hecho en EEUU, su composición de pura lana te mantendrá muy abrigada en estas noches heladas. Presenta pequeña saltadura en uno de los botones.</p><p><b>Talla estimada:</b> L</p><p><b>Medidas:</b> ancho de hombros: 47 cm, contorno de busto: 114 cm, contorno de cintura: 114 cm, largo de mangas: 58 cm, largo total: 123 cm, contorno de cadera: 120 cm</p><p><b>Composición:</b> 100% lana</p>",,"Abrigo azul de los años 80, hecho en EEUU, su composición de pura lana te mantendrá muy abrigada en estas noches heladas.",10,10,10,,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-AZL-20210501-1542-9.jpg",NO,NO,available,ABR-AZL-20210501-1542,1.705,1,NO,45000,color,azul,selection,talla,L,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Ropa de abrigo > Chaquetas y abrigos
,Abrigo Audrey,"<p><b>Descripción:</b> Fabuloso abrigo de lana de llama hecho en Perú. Su corte muy elegante, con manga raglán y cuello alto, nos recuerda a nuestra querida Audrey Hepburn en sus clásicas películas. </p><p><b>Talla estimada:</b> 40/M</p><p><b>Talla etiqueta:</b> 4</p><p><b>Medidas:</b> ancho de hombros: 46 cm, contorno de busto: 106 cm, contorno de cintura: 101 cm, largo de mangas: 57 cm, largo total: 124 cm, contorno de cadera: 110 cm</p><p><b>Composición:</b> 75% lana de llama, 25% lana</p><p><b>Composición del forro:</b> 100% acetato</p>",,"Fabuloso abrigo de lana de llama hecho en Perú. Su corte muy elegante, con manga raglán y cuello alto, nos recuerda a nuestra querida Audrey Hepburn en sus clásicas películas.",10,10,10,,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-CFE-20210501-1557-9.jpg",NO,NO,available,ABR-CFE-20210501-1557,1.3,1,NO,60000,color,café,selection,talla,M,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Ropa de abrigo > Chaquetas y abrigos
,Abrigo Marina Rinaldi,"<p><b>Descripción:</b> Se activan las alarmas de joyas vintage con esta distinguida pieza de la renombrada casa Marina Rinaldi. Este hermoso y liviano abrigo negro tiene un corte holgado, casi como una capa, de solapa ancha y cierre único al costado. Presenta además dos bolsillos anteriores y manga raglán. Al tacto puede sentirse la suavidad de su lana y la calidad de su acabado. El forro interno es de un satín negro, con estampado del logo de la marca. No dejes pasar esta oportunidad de adquirir una pieza de lujo italiana. Presenta leve desgaste en el borde de la solapa.</p><p><b>Marca:</b> Marina Rinaldi</p><p><b>Talla estimada:</b> L</p><p><b>Medidas:</b> ancho de hombros: 49 cm, contorno de busto: 130 cm, contorno de cintura: 124 cm, largo de mangas: 60 cm, largo total: 84 cm</p><p><b>Composición:</b> 70% lana de alpaca, 30% lana</p><p><b>Composición del forro:</b> 100% viscosa</p>",,"Se activan las alarmas de joyas vintage con esta distinguida pieza de la renombrada casa Marina Rinaldi. Este hermoso y liviano abrigo negro tiene un corte holgado, casi como una capa, de solapa ancha y cierre único al costado. Presenta además dos bolsillos anteriores y manga raglán. Al tacto puede sentirse la suavidad de su lana y la calidad de su acabado. El forro interno es de un satín negro, con estampado del logo de la marca. No dejes pasar esta oportunidad de adquirir una pieza de lujo italiana.",10,10,10,Marina Rinaldi,,"Colecciones,Colecciones / Joyas Vintage,Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-NGR-20210813-1424-9.jpg",NO,NO,available,ABR-NGR-20210813-1424,1.3,1,NO,120000,color,negro,selection,talla,L,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Ropa de abrigo > Chaquetas y abrigos
,Abrigo Carménère,"<p><b>Descripción:</b> Suave abrigo vintage de cachemira color uva, corte holgado y manga raglán. Presenta un único botón en la parte alta del cuello que hace las veces de cierre, y otros tantos hermosos botones decorativos con detalles dorados en puños y costados. Su forro interno es de un elegante estampado geométrico. </p><p><b>Talla estimada:</b> L</p><p><b>Medidas:</b> ancho de hombros: 46 cm, contorno de busto: 128 cm, contorno de cintura: 154 cm, largo de mangas: 60 cm, largo total: 109 cm</p>",,"Suave abrigo vintage de cachemira color uva, corte holgado y manga raglán. Presenta un único botón en la parte alta del cuello que hace las veces de cierre, y otros tantos hermosos botones decorativos con detalles dorados en puños y costados. Su forro interno es de un elegante estampado geométrico.",10,10,10,,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ABR-MRD-20210813-1445-9.jpg",NO,NO,available,ABR-MRD-20210813-1445,1.3,1,NO,40000,color,morado,selection,talla,L,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Ropa de abrigo > Chaquetas y abrigos
,Sombrero imperial,<p><b>Descripción:</b> Estiloso sombrero tipo Fedora de paño de lana azul marino. En excelentes condiciones. Presenta leve desgaste por uso en su parte interna.</p><p><b>Marca:</b> Imperial</p><p><b>Talla estimada:</b> S</p><p><b>Medidas:</b> contorno interno: 56 cm</p>,,Estiloso sombrero tipo Fedora de paño de lana azul marino. En excelentes condiciones.,10,10,10,Imperial,,"Productos,Productos / Accesorios","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/ACC-NGR-20210813-1447-9.jpg",NO,NO,available,ACC-NGR-20210813-1447,0.13,1,NO,14000,color,negro,selection,talla,S,selection,condición,usado,selection,Ropa y accesorios > Complementos
,Blusa blanca vintage,"<p><b>Descripción:</b> Linda y básica blusa blanca vintage con cuello pequeño. Tiene hermosos botones y al costado pequeñas tablitas y un bordado. </p><p><b>Marca:</b> Jo Matthews</p><p><b>Talla estimada:</b> XS</p><p><b>Talla etiqueta:</b> 6</p><p><b>Medidas:</b> ancho de hombros: 37 cm, contorno de busto: 90 cm, contorno de cintura: 77 cm, largo de mangas: 59 cm, largo total: 55 cm</p><p><b>Composición:</b> 100% poliéster</p>",,Linda y básica blusa blanca vintage con cuello pequeño. Tiene hermosos botones y al costado pequeñas tablitas y un bordado.,10,10,10,Jo Matthews,,"Colecciones,Colecciones / Back to Basic,Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1940-9.jpg",NO,NO,available,BLU-BLN-20210516-1940,0.145,1,NO,14000,color,blanco,selection,talla,XS,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Camisas y tops
,Blusa vintage mantequilla,"<p><b>Descripción:</b> Hermosa y elegante blusa vintage de color mantequilla, con bordado en el frente y cuello en punta. Es un modelo cerrado, con corrida de botones solo en la mitad superior. </p><p><b>Talla estimada:</b> M</p><p><b>Talla etiqueta:</b> 8</p><p><b>Medidas:</b> ancho de hombros: 40 cm, contorno de busto: 104 cm, contorno de cintura: 100 cm, largo de mangas: 58 cm, largo total: 62 cm</p><p><b>Composición:</b> 100% poliéster</p>",,"Hermosa y elegante blusa vintage de color mantequilla, con bordado en el frente y cuello en punta. Es un modelo cerrado,  con corrida de botones solo en la mitad superior.",10,10,10,,,"Colecciones,Colecciones / Back to Basic,Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-BLN-20210516-1951-9.jpg",NO,NO,available,BLU-BLN-20210516-1951,0.145,1,NO,16000,color,blanco,selection,talla,M,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Camisas y tops
,Blusa básica azul rey,"<p><b>Descripción:</b> Blusa vintage de vibrante color azul rey. Con espalda escoatada, se abotona con un botón único detras del cuello y tiene su cintura elasticada. </p><p><b>Talla estimada:</b> L</p><p><b>Medidas:</b> ancho de hombros: 40 cm, contorno de busto: 128 cm, contorno de cintura: 128 cm, largo de mangas: 50 cm, largo total: 58 cm</p><p><b>Composición:</b> 100% poliéster</p>",,"Blusa vintage de vibrante color azul rey. Con espalda escoatada, se abotona con un botón único detras del cuello y tiene su cintura elasticada.",10,10,10,,,"Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-AZL-20210516-1954-9.jpg",NO,NO,available,BLU-AZL-20210516-1954,0.145,1,NO,12000,color,azul,selection,talla,L,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Camisas y tops
,Blusa vintage damasco,"<p><b>Descripción:</b> Romántica blusa vintage en todo damasco con estampado de florcitas y cuello en acordeón. Se abotona por el frente y tiene pinzas en la cintura. </p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 14</p><p><b>Medidas:</b> ancho de hombros: 41 cm, contorno de busto: 118 cm, contorno de cintura: 102 cm, largo de mangas: 30 cm, largo total: 60 cm</p><p><b>Composición:</b> 100% poliéster</p>",,Romántica blusa vintage en todo damasco con estampado de florcitas y cuello en acordeón. Se abotona por el frente y tiene pinzas en la cintura.,10,10,10,,,"Productos,Productos / Blusas & Poleras","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVWC_202101/BLU-RSD-20210516-1956-9.jpg",NO,NO,available,BLU-RSD-20210516-1956,0.145,1,NO,16000,color,rosado,selection,talla,L,selection,condición,usado,selection,Ropa y accesorios > Prendas de vestir > Camisas y tops
